City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Manokwari,ID,2021-02-07 14:40:41,-0.8667,134.0833,78.8,83,96,2.19
272,Katsuura,JP,2021-02-07 14:40:41,35.1333,140.3,48.2,46,20,23.02
273,Saint Anthony,US,2021-02-07 14:40:41,45.0205,-93.218,-13.0,69,1,5.75
274,Adelaide,AU,2021-02-07 14:38:05,-34.9333,138.6,59.0,72,20,8.05
275,Roma,US,2021-02-07 14:40:28,43.2128,-75.4557,23.0,63,90,5.75
276,Banda Aceh,ID,2021-02-07 14:40:43,5.5577,95.3222,79.84,81,30,6.38
277,College,US,2021-02-07 14:40:43,64.8569,-147.8028,-9.4,77,40,3.44
278,Aranda De Duero,ES,2021-02-07 14:40:08,41.6704,-3.6892,45.32,62,98,14.67
279,Viransehir,TR,2021-02-07 14:40:44,37.2353,39.7631,54.37,52,29,7.0
280,Salinopolis,BR,2021-02-07 14:40:44,-0.6136,-47.3561,81.52,84,50,10.6
281,Berdigestyakh,RU,2021-02-07 14:40:45,62.0989,126.6992,-30.75,83,7,5.61
282,Myitkyina,MM,2021-02-07 14:40:45,25.3833,97.4,61.92,52,0,1.83
283,Alice Springs,AU,2021-02-07 14:40:46,-23.7,133.8833,80.01,27,52,5.75
284,Urumqi,CN,2021-02-07 14:40:46,43.801,87.6005,15.8,86,100,2.24
285,Shunyi,CN,2021-02-07 14:40:46,40.125,116.6453,35.01,33,0,4.47
286,Nuevo Imperial,PE,2021-02-07 14:40:47,-13.0754,-76.3172,77.77,58,81,7.05
287,Khakhea,BW,2021-02-07 14:40:47,-24.6895,23.494,76.68,65,61,6.91
288,Vestmannaeyjar,IS,2021-02-07 14:40:48,63.4427,-20.2734,37.98,76,64,18.41
289,Cherskiy,RU,2021-02-07 14:40:48,68.75,161.3,-2.72,74,65,2.17
290,Beringovskiy,RU,2021-02-07 14:40:48,63.05,179.3167,-5.89,89,99,13.44
291,Pringsewu,ID,2021-02-07 14:40:49,-5.3582,104.9744,74.82,91,100,2.89
292,Jagodje,SI,2021-02-07 14:40:49,45.5322,13.655,57.2,88,90,11.5
293,Vallenar,CL,2021-02-07 14:40:50,-28.5708,-70.7581,77.68,35,0,6.62
294,Penzance,GB,2021-02-07 14:40:50,50.1186,-5.5371,41.0,75,40,14.97
295,Port Hardy,CA,2021-02-07 14:40:51,50.6996,-127.4199,37.4,93,90,6.91
296,San Juan,AR,2021-02-07 14:40:51,-31.5375,-68.5364,89.92,30,0,13.04
297,Bengkulu,ID,2021-02-07 14:40:51,-3.8004,102.2655,78.31,84,100,6.64
298,Shepsi,RU,2021-02-07 14:40:52,44.0361,39.1489,48.51,87,100,13.27
299,Verkhniy Rohachyk,UA,2021-02-07 14:38:10,47.2505,34.338,24.73,76,99,6.98
300,Pevek,RU,2021-02-07 14:37:44,69.7008,170.3133,-7.65,87,0,2.13
301,Stephenville,US,2021-02-07 14:40:54,32.2207,-98.2023,37.0,93,90,5.75
302,Naantali,FI,2021-02-07 14:40:54,60.4674,22.0243,21.2,86,0,4.61
303,Nicoya,CR,2021-02-07 14:40:55,10.1483,-85.452,78.8,69,0,4.61
304,Sao Joao Da Barra,BR,2021-02-07 14:40:55,-21.6403,-41.0511,78.8,69,90,3.44
305,Eureka,US,2021-02-07 14:40:55,40.8021,-124.1637,45.0,91,1,1.99
306,Ahipara,NZ,2021-02-07 14:40:56,-35.1667,173.1667,59.67,88,77,5.73
307,Dzilam Gonzalez,MX,2021-02-07 14:40:56,21.2833,-88.9333,77.14,80,82,3.27
308,Atar,MR,2021-02-07 14:40:57,20.5169,-13.0499,76.89,19,0,19.44
309,Sinnamary,GF,2021-02-07 14:40:57,5.3833,-52.95,78.96,86,72,14.58
310,Puno,PE,2021-02-07 14:40:57,-15.8333,-70.0333,52.72,63,89,4.05
311,Anadyr,RU,2021-02-07 14:40:58,64.75,177.4833,-4.0,71,0,8.95
312,Kavaratti,IN,2021-02-07 14:40:58,10.5669,72.642,81.7,66,0,7.9
313,Payo,ID,2021-02-07 14:40:59,-3.7508,103.6372,73.63,94,100,1.63
314,Pacific Grove,US,2021-02-07 14:40:59,36.6177,-121.9166,42.8,100,1,10.36
315,Matamoros,MX,2021-02-07 14:40:59,25.5333,-103.25,52.0,20,75,1.88
316,Srednekolymsk,RU,2021-02-07 14:41:00,67.45,153.6833,-7.85,88,100,7.23
317,Rixheim,FR,2021-02-07 14:41:00,47.7514,7.4009,44.6,81,75,11.5
318,Wajima,JP,2021-02-07 14:41:00,37.4,136.9,36.21,82,99,13.06
319,Saint-Augustin,CA,2021-02-07 14:41:01,51.226,-58.6502,30.31,93,92,23.85
320,Bintulu,MY,2021-02-07 14:41:01,3.1667,113.0333,78.8,94,40,2.3
321,Rockland,US,2021-02-07 14:41:02,41.1668,-74.0496,33.01,81,100,5.39
322,Iquique,CL,2021-02-07 14:41:02,-20.2208,-70.1431,77.0,50,0,10.36
323,Gendringen,NL,2021-02-07 14:41:02,51.8733,6.3764,25.0,92,100,8.99
324,Awjilah,LY,2021-02-07 14:41:03,29.1081,21.2869,79.39,17,100,13.2
325,Nardaran,AZ,2021-02-07 14:41:03,40.5561,50.0056,44.6,81,90,23.02
326,Tecoanapa,MX,2021-02-07 14:41:04,16.5167,-98.75,78.73,69,21,4.18
327,Hengyang,CN,2021-02-07 14:41:04,26.8881,112.615,55.33,77,61,9.91
328,Rock Sound,BS,2021-02-07 14:41:04,24.9,-76.2,75.83,87,0,17.9
329,Kashi,CN,2021-02-07 14:41:05,39.4547,75.9797,41.0,30,20,6.71
330,Kloulklubed,PW,2021-02-07 14:41:05,7.0419,134.2556,77.0,94,90,10.36
331,Nyrob,RU,2021-02-07 14:41:06,60.733,56.7202,-17.55,87,100,7.72
332,Gisborne,NZ,2021-02-07 14:41:06,-38.6533,178.0042,54.0,95,53,1.99
333,Abu Dhabi,AE,2021-02-07 14:41:07,24.4667,54.3667,80.6,32,0,3.44
334,Misratah,LY,2021-02-07 14:41:07,32.3754,15.0925,74.23,26,100,15.86
335,Akdagmadeni,TR,2021-02-07 14:39:36,39.6603,35.8836,45.84,56,46,7.7
336,Maniwaki,CA,2021-02-07 14:36:13,46.3834,-75.966,15.8,86,100,3.44
337,Hambantota,LK,2021-02-07 14:41:08,6.1241,81.1185,78.8,89,0,10.36
338,Mahebourg,MU,2021-02-07 14:41:09,-20.4081,57.7,84.2,70,40,12.66
339,Bodden Town,KY,2021-02-07 14:41:09,19.2833,-81.25,82.99,69,20,12.66
340,Isangel,VU,2021-02-07 14:41:09,-19.55,169.2667,77.88,78,29,3.44
341,Airai,TL,2021-02-07 14:41:10,-8.9266,125.4092,61.54,100,100,2.24
342,Dmitriyevskoye,RU,2021-02-07 14:41:10,45.8053,41.8967,26.55,94,93,5.23
343,Ca Mau,VN,2021-02-07 14:41:11,9.1769,105.15,75.83,81,90,4.92
344,Buala,SB,2021-02-07 14:41:11,-8.145,159.5921,78.96,82,100,4.09
345,Mount Gambier,AU,2021-02-07 14:41:12,-37.8333,140.7667,55.4,71,90,8.05
346,Drumheller,CA,2021-02-07 14:41:13,51.4617,-112.7101,-25.6,67,1,2.3
347,Kanigoro,ID,2021-02-07 14:41:13,-8.13,112.219,74.1,91,100,7.78
348,Paamiut,GL,2021-02-07 14:41:14,61.994,-49.6678,33.24,81,87,15.23
349,Van Buren,US,2021-02-07 14:41:14,35.4368,-94.3483,37.4,93,90,4.61
350,Quatre Cocos,MU,2021-02-07 14:41:15,-20.2078,57.7625,84.2,70,40,12.66
351,Youghal,IE,2021-02-07 14:41:15,51.95,-7.8506,42.01,87,75,24.16
352,Taveta,KE,2021-02-07 14:41:16,-3.3963,37.6736,77.0,78,75,10.36
353,Sao Gabriel Da Cachoeira,BR,2021-02-07 14:41:16,-0.1303,-67.0892,80.6,89,75,3.44
354,Bakchar,RU,2021-02-07 14:41:16,57.0186,82.0711,15.82,94,99,14.97
355,Saint-Georges,GD,2021-02-07 14:41:17,12.0564,-61.7485,84.2,61,20,17.27
356,Balabac,PH,2021-02-07 14:41:17,7.9868,117.0645,80.38,82,100,10.54
357,Aykhal,RU,2021-02-07 14:41:18,66.0,111.5,-24.66,84,100,5.79
358,Lerwick,GB,2021-02-07 14:41:18,60.1545,-1.1494,33.8,60,75,6.91
359,Teguise,ES,2021-02-07 14:41:18,29.0605,-13.564,66.2,55,40,12.66
360,Uptar,RU,2021-02-07 14:41:19,59.75,150.9167,6.91,91,100,16.67
361,Lamont,US,2021-02-07 14:41:19,35.2597,-118.9143,44.6,70,1,0.49
362,Mount Isa,AU,2021-02-07 14:41:19,-20.7333,139.5,78.8,94,75,5.75
363,Ewa Beach,US,2021-02-07 14:41:20,21.3156,-158.0072,62.6,82,1,3.44
364,Mende,FR,2021-02-07 14:38:05,44.6667,3.5,33.15,91,15,10.22
365,Tevaitoa,PF,2021-02-07 14:41:21,-16.7833,-151.5,80.94,76,6,14.38
366,Ulaangom,MN,2021-02-07 14:41:22,49.9811,92.0667,-3.05,89,100,1.5
367,Saint-Pierre,RE,2021-02-07 14:39:35,-21.3393,55.4781,86.0,66,40,8.05
368,El Burrion,MX,2021-02-07 14:41:23,25.5333,-108.4,60.06,56,100,1.34
369,Hukuntsi,BW,2021-02-07 14:41:23,-24.0,21.75,80.4,54,21,9.15
370,Pakruojis,LT,2021-02-07 14:41:24,55.9667,23.8667,8.6,85,0,1.14
371,Hay River,CA,2021-02-07 14:41:24,60.8156,-115.7999,-41.8,66,34,2.3
372,Leningradskiy,RU,2021-02-07 14:41:25,69.3833,178.4167,-13.14,76,10,5.5
373,Eurajoki,FI,2021-02-07 14:41:25,61.2,21.7333,23.0,86,0,6.91
374,Riverton,US,2021-02-07 14:41:26,40.5219,-111.9391,33.01,74,1,4.61
375,Namibe,AO,2021-02-07 14:41:26,-15.1961,12.1522,78.8,65,40,11.5
376,Elizabeth City,US,2021-02-07 14:36:45,36.2946,-76.2511,45.0,87,90,12.66
377,Alta Floresta,BR,2021-02-07 14:41:27,-9.8756,-56.0861,72.41,97,100,4.72
378,Vostok,RU,2021-02-07 14:41:27,46.4856,135.8833,-12.33,91,100,2.73
379,Kalabo,ZM,2021-02-07 14:41:28,-14.97,22.6814,80.49,72,100,3.65
380,Durant,US,2021-02-07 14:41:29,33.994,-96.3708,35.6,100,90,4.61
381,Charters Towers,AU,2021-02-07 14:41:29,-20.1,146.2667,77.77,86,100,10.4
382,Brae,GB,2021-02-07 14:39:11,60.3964,-1.353,33.8,60,75,6.91
383,Sayansk,RU,2021-02-07 14:41:31,54.1088,102.1648,9.75,94,65,6.04
384,Sorkjosen,NO,2021-02-07 14:41:31,69.8,20.9333,28.4,80,75,17.27
385,Kang,BW,2021-02-07 14:41:32,-23.6752,22.7876,77.63,62,46,4.29
386,Namatanai,PG,2021-02-07 14:41:32,-3.6667,152.4333,80.82,80,75,5.44
387,Robertsport,LR,2021-02-07 14:41:33,6.7533,-11.3686,82.9,69,63,10.11
388,Plainview,US,2021-02-07 14:41:54,40.7765,-73.4673,39.0,65,90,8.05
389,Kharitonovo,RU,2021-02-07 14:41:54,61.4009,47.4978,-17.52,84,100,9.28
390,Nome,US,2021-02-07 14:41:55,64.5011,-165.4064,6.8,85,90,3.44
391,Slave Lake,CA,2021-02-07 14:41:55,55.2834,-114.769,-36.4,61,75,2.3
392,Otaru,JP,2021-02-07 14:41:56,43.1894,141.0022,19.99,92,100,11.36
393,Matagami,CA,2021-02-07 14:41:56,49.7502,-77.6328,8.6,85,90,8.05
394,Hastings,GB,2021-02-07 14:38:26,50.8552,0.5729,32.0,88,100,7.0
395,Ratnagiri,IN,2021-02-07 14:41:57,16.9833,73.3,79.5,54,12,12.44
396,Svetlogorsk,BY,2021-02-07 14:41:57,52.6333,29.7333,6.53,92,41,2.71
397,Fairbanks,US,2021-02-07 14:37:44,64.8378,-147.7164,-9.4,84,1,2.57
398,Rio Gallegos,AR,2021-02-07 14:41:58,-51.6226,-69.2181,63.37,33,48,9.48
399,Leova,MD,2021-02-07 14:41:58,46.4786,28.2553,31.3,96,100,11.34
400,Atasu,KZ,2021-02-07 14:41:59,48.6814,71.6433,17.15,97,100,11.59
401,Petauke,ZM,2021-02-07 14:41:59,-14.2426,31.3253,76.19,87,63,4.65
402,Port Macquarie,AU,2021-02-07 14:41:59,-31.4333,152.9167,71.01,90,46,9.42
403,Wewak,PG,2021-02-07 14:42:00,-3.5534,143.6268,79.77,79,96,6.49
404,Ak-Dovurak,RU,2021-02-07 14:40:49,51.1833,90.6,2.26,91,100,0.85
405,Riyadh,SA,2021-02-07 14:38:28,24.6877,46.7219,68.0,32,0,16.11
406,Nanortalik,GL,2021-02-07 14:42:02,60.1432,-45.2371,34.14,83,100,20.24
407,Kramat,ID,2021-02-07 14:42:03,-8.1311,113.4499,76.21,86,100,3.42
408,Jibuti,DJ,2021-02-07 14:42:03,11.5,42.5,78.8,69,1,8.05
409,Solikamsk,RU,2021-02-07 14:37:35,59.6196,56.7729,-9.38,90,100,8.46
410,Tuy Hoa,VN,2021-02-07 14:42:04,13.0833,109.3,72.27,86,84,7.67
411,Beisfjord,NO,2021-02-07 14:42:04,68.3751,17.5988,30.2,86,75,11.5
412,Eching,DE,2021-02-07 14:42:05,48.3,11.6167,42.01,93,75,2.3
413,Katima Mulilo,NA,2021-02-07 14:42:05,-17.5,24.2667,82.89,63,78,4.72
414,Nabire,ID,2021-02-07 14:42:06,-3.3667,135.4833,77.16,84,100,2.57
415,Cubuk,TR,2021-02-07 14:42:06,40.2386,33.0322,55.4,38,0,12.66
416,Si Sa Ket,TH,2021-02-07 14:42:06,14.8333,104.3333,80.01,53,0,3.15
417,Walvis Bay,NA,2021-02-07 14:42:07,-22.9575,14.5053,68.0,83,36,4.0
418,Odzak,BA,2021-02-07 14:42:07,45.0111,18.3267,61.0,62,100,1.01
419,Duluth,US,2021-02-07 14:42:08,46.7833,-92.1066,-17.0,57,1,8.05
420,Ouadda,CF,2021-02-07 14:42:08,8.0777,22.4007,91.85,10,51,8.1
421,Mitchell,US,2021-02-07 14:42:08,43.7094,-98.0298,-0.4,60,90,6.91
422,Ivanivka,UA,2021-02-07 14:42:09,46.7208,34.553,27.3,76,94,7.09
423,Fagersta,SE,2021-02-07 14:42:09,60.0042,15.7932,21.2,79,0,11.5
424,Outjo,NA,2021-02-07 14:42:10,-20.1167,16.15,91.69,22,56,15.23
425,Bonfim,BR,2021-02-07 14:42:10,3.0833,-59.95,88.25,48,100,9.91
426,Campana,AR,2021-02-07 14:42:10,-34.1687,-58.9591,84.99,38,0,5.01
427,Bambanglipuro,ID,2021-02-07 14:42:11,-7.95,110.2833,76.87,91,100,4.81
428,Pusad,IN,2021-02-07 14:42:11,19.9,77.5833,68.11,24,9,4.07
429,Avera,US,2021-02-07 14:42:12,33.194,-82.5271,41.0,85,90,9.22
430,Komsomolskiy,UZ,2021-02-07 14:42:12,40.4272,71.7189,46.18,82,100,5.77
431,Kazlu Ruda,LT,2021-02-07 14:42:12,54.7667,23.5,8.6,72,43,1.14
432,Kaliua,TZ,2021-02-07 14:42:13,-5.0606,31.7936,76.48,84,98,3.49
433,Puerto Escondido,MX,2021-02-07 14:42:13,15.85,-97.0667,75.2,88,1,11.5
434,Wuwei,CN,2021-02-07 14:42:14,37.9281,102.6414,31.17,72,77,2.86
435,Maceio,BR,2021-02-07 14:37:42,-9.6658,-35.7353,89.6,55,40,11.5
436,Alyangula,AU,2021-02-07 14:42:14,-13.8483,136.4192,80.6,89,75,11.5
437,Hamilton,US,2021-02-07 14:42:15,39.1834,-84.5333,17.01,73,20,12.66
438,Langarud,IR,2021-02-07 14:42:15,37.197,50.1535,55.4,82,75,1.23
439,Kieta,PG,2021-02-07 14:42:16,-6.2167,155.6333,79.48,81,100,4.34
440,Vardo,NO,2021-02-07 14:42:16,70.3705,31.1107,23.0,86,40,29.93
441,Malkangiri,IN,2021-02-07 14:42:16,18.35,81.9,68.74,36,88,1.39
442,Verkhoyansk,RU,2021-02-07 14:42:17,67.5447,133.385,-31.49,82,0,1.01
443,Lockport,US,2021-02-07 14:42:17,41.5895,-88.0578,-5.8,71,1,5.75
444,Marblehead,US,2021-02-07 14:42:17,42.5001,-70.8578,39.0,59,90,4.61
445,Fort Wellington,GY,2021-02-07 14:42:18,6.4,-57.6,79.93,83,98,12.95
446,Butajira,ET,2021-02-07 14:42:18,8.1167,38.3667,68.56,48,81,2.98
447,Camrose,CA,2021-02-07 14:42:19,53.0168,-112.8353,-29.0,58,0,1.01
448,Jerantut,MY,2021-02-07 14:42:19,3.936,102.3626,75.76,81,88,0.34
449,Aksarka,RU,2021-02-07 14:42:20,66.5606,67.7975,-16.62,88,100,28.7
450,Bafra,TR,2021-02-07 14:42:20,41.5678,35.9069,51.8,82,75,5.75
451,Grafton,US,2021-02-07 14:42:20,42.207,-71.6856,28.99,50,90,5.75
452,Vila Velha,BR,2021-02-07 14:38:14,-20.3297,-40.2925,73.4,88,90,5.75
453,Preobrazheniye,RU,2021-02-07 14:40:29,42.9019,133.9064,7.74,85,0,9.26
454,Miles City,US,2021-02-07 14:42:22,46.4083,-105.8406,-7.6,71,90,12.66
455,Emba,KZ,2021-02-07 14:42:22,48.8264,58.1442,12.99,95,9,9.22
456,Srandakan,ID,2021-02-07 14:42:22,-7.9386,110.2506,76.96,91,100,4.88
457,Touros,BR,2021-02-07 14:42:23,-5.1989,-35.4608,87.8,58,75,16.11
458,West Wendover,US,2021-02-07 14:42:23,40.7391,-114.0733,30.2,47,1,5.75
459,Flinders,AU,2021-02-07 14:42:23,-34.5833,150.8552,69.01,80,89,5.01
460,Sierra Vista,US,2021-02-07 14:42:24,31.5545,-110.3037,45.0,41,1,2.71
461,Ostrovnoy,RU,2021-02-07 14:41:25,68.0531,39.5131,8.89,87,99,11.41
462,Havoysund,NO,2021-02-07 14:42:25,70.9963,24.6622,24.8,80,75,18.41
463,Timbiqui,CO,2021-02-07 14:42:25,2.7717,-77.6654,79.72,88,100,4.68
464,Gouyave,GD,2021-02-07 14:42:25,12.1646,-61.7296,84.2,61,20,17.27
465,Krupina,SK,2021-02-07 14:42:26,48.3554,19.0647,37.0,91,100,7.0
466,San Andres,CO,2021-02-07 14:42:26,12.5847,-81.7006,82.4,69,20,11.5
467,Chernyshevsk,RU,2021-02-07 14:42:26,52.5243,117.0174,-19.68,85,13,1.54
468,Sistranda,NO,2021-02-07 14:42:27,63.7256,8.834,23.0,86,75,11.5
469,Bowen,AU,2021-02-07 14:42:27,-20.0167,148.2333,78.8,94,100,6.91
470,Thinadhoo,MV,2021-02-07 14:42:28,0.5333,72.9333,82.06,74,40,12.5
471,Henties Bay,NA,2021-02-07 14:42:28,-22.116,14.2845,68.0,83,72,4.0
472,Naugatuck,US,2021-02-07 14:42:29,41.4859,-73.0507,30.99,54,90,5.75
473,Tiksi,RU,2021-02-07 14:42:29,71.6872,128.8694,-29.69,83,87,3.89
474,Sao Luis Do Quitunde,BR,2021-02-07 14:42:29,-9.3183,-35.5611,89.6,55,40,11.5
475,Moree,AU,2021-02-07 14:42:30,-29.4667,149.85,69.8,68,0,5.75
476,Ulladulla,AU,2021-02-07 14:42:30,-35.35,150.4667,66.99,77,90,12.66
477,Shelburne,CA,2021-02-07 14:42:31,44.0787,-80.2041,19.0,88,70,13.18
478,Nantucket,US,2021-02-07 14:42:31,41.2835,-70.0995,39.99,75,90,11.5
479,Tynda,RU,2021-02-07 14:42:31,55.1667,124.7167,-22.94,84,22,2.53
480,Tygda,RU,2021-02-07 14:42:32,53.1167,126.3333,-14.17,88,43,4.85
481,Mormugao,IN,2021-02-07 14:42:32,15.4,73.8,82.4,57,0,5.75
482,Semnan,IR,2021-02-07 14:42:32,35.5729,53.3971,52.36,56,100,8.01
483,Kenai,US,2021-02-07 14:42:33,60.5544,-151.2583,8.01,78,90,6.91
484,Kruisfontein,ZA,2021-02-07 14:42:33,-34.0033,24.7314,72.0,77,100,5.01
485,Yarkovo,RU,2021-02-07 14:42:34,57.4028,67.0786,3.79,91,100,16.04
486,Pangai,TO,2021-02-07 14:42:34,-19.8,-174.35,79.83,86,100,24.29
487,Worland,US,2021-02-07 14:42:34,44.0169,-107.9554,5.0,78,90,5.75
488,Ambilobe,MG,2021-02-07 14:42:35,-13.2,49.05,77.79,89,100,2.13
489,Port Blair,IN,2021-02-07 14:42:35,11.6667,92.75,79.72,77,0,10.18
490,Adrar,MR,2021-02-07 14:42:36,20.5022,-10.0711,72.48,21,0,17.83
491,Port Augusta,AU,2021-02-07 14:42:36,-32.5,137.7667,66.2,72,0,16.11
492,Bitung,ID,2021-02-07 14:42:37,1.4451,125.1824,78.8,94,40,1.14
493,Tonj,SS,2021-02-07 14:42:37,7.2737,28.6822,93.07,10,75,7.58
494,Pisco,PE,2021-02-07 14:42:37,-13.7,-76.2167,73.4,83,90,3.44
495,Zhicheng,CN,2021-02-07 14:42:38,30.2956,111.5047,50.0,97,100,4.21
496,Krasnoselkup,RU,2021-02-07 14:42:38,65.7,82.4667,3.13,94,100,18.45
497,Bosansko Grahovo,BA,2021-02-07 14:42:38,44.1794,16.3639,61.0,64,95,11.99
498,Champerico,GT,2021-02-07 14:42:39,14.3,-91.9167,73.4,83,0,7.99
499,Vao,NC,2021-02-07 14:42:39,-22.6667,167.4833,77.16,87,15,8.34
500,Port Lincoln,AU,2021-02-07 14:42:40,-34.7333,135.8667,59.95,80,16,17.25
501,Naryan-Mar,RU,2021-02-07 14:42:40,67.6713,53.087,-19.7,87,100,13.31
502,Ontario,US,2021-02-07 14:40:37,34.0633,-117.6509,53.6,66,20,0.96
503,Coihaique,CL,2021-02-07 14:42:29,-45.5752,-72.0662,60.8,59,20,5.75
504,Dalby,AU,2021-02-07 14:42:41,-27.1833,151.2667,71.01,67,38,10.94
505,Tura,IN,2021-02-07 14:42:42,25.5198,90.2201,59.07,51,19,1.86
506,Gushikawa,JP,2021-02-07 14:42:42,26.3544,127.8686,64.4,59,1,7.78
507,Arrifes,PT,2021-02-07 14:42:43,37.7667,-25.7,60.01,94,75,16.11
508,Lovozero,RU,2021-02-07 14:42:43,68.005,35.0117,5.41,90,85,6.06
509,Skelleftea,SE,2021-02-07 14:42:24,64.7507,20.9528,21.2,86,0,6.91
510,Beloha,MG,2021-02-07 14:42:44,-25.1667,45.05,81.91,68,39,13.47
511,Ahuimanu,US,2021-02-07 14:42:45,21.4447,-157.8378,64.4,82,75,3.31
512,Waingapu,ID,2021-02-07 14:42:45,-9.6567,120.2641,78.78,81,93,5.1
513,Luderitz,NA,2021-02-07 14:42:45,-26.6481,15.1594,78.31,47,0,34.69
514,La Orilla,MX,2021-02-07 14:42:46,17.9833,-102.2333,76.64,66,15,4.43
515,Ghanzi,BW,2021-02-07 14:42:46,-21.5667,21.7833,69.13,89,99,11.7
516,Aksehir,TR,2021-02-07 14:42:47,38.3575,31.4164,53.82,45,87,6.29
517,Lata,PT,2021-02-07 14:42:47,40.1629,-8.3327,54.0,79,100,1.99
518,Karratha,AU,2021-02-07 14:42:47,-20.7377,116.8463,79.65,66,4,10.89
519,Navegantes,BR,2021-02-07 14:38:40,-26.8989,-48.6542,80.6,50,0,6.91
520,Normandin,CA,2021-02-07 14:42:48,48.8333,-72.5321,15.8,85,100,2.3
521,Ovruch,UA,2021-02-07 14:40:29,51.3246,28.8035,13.96,85,100,6.82
522,Sant Julia De Loria,AD,2021-02-07 14:42:49,42.4625,1.4825,51.8,17,20,8.05
523,Jumla,NP,2021-02-07 14:42:50,29.2747,82.1838,35.53,61,0,7.23
524,Zelenoborskiy,RU,2021-02-07 14:42:50,66.845,32.3622,10.0,94,61,2.77
525,Bajina Basta,RS,2021-02-07 14:42:50,43.9708,19.5675,59.0,29,0,8.05
526,Tarko-Sale,RU,2021-02-07 14:42:51,64.9225,77.785,10.96,96,100,21.05
527,Zatoka,UA,2021-02-07 14:40:51,46.0725,30.4654,28.4,86,90,13.42
528,Bosaso,SO,2021-02-07 14:42:52,11.2842,49.1816,77.0,78,20,10.36
529,Phitsanulok,TH,2021-02-07 14:42:53,16.9167,100.5,88.0,40,0,3.91
530,Sao Geraldo Do Araguaia,BR,2021-02-07 14:42:54,-6.4006,-48.555,86.5,72,5,2.57
531,Oriximina,BR,2021-02-07 14:42:54,-1.7656,-55.8661,90.54,54,80,2.35
532,La Romana,DO,2021-02-07 14:39:19,18.4273,-68.9728,78.8,89,20,4.61
533,Luangwa,ZM,2021-02-07 14:42:55,-15.6167,30.4167,84.67,72,99,4.68
534,Kawalu,ID,2021-02-07 14:42:55,-7.3817,108.2082,74.05,89,100,2.48
535,Mahdasht,IR,2021-02-07 14:42:56,35.7299,50.8111,44.6,93,90,2.3
536,Lady Frere,ZA,2021-02-07 14:42:56,-31.7031,27.2329,72.39,74,99,9.13
537,Vicksburg,US,2021-02-07 14:42:57,32.3526,-90.8779,44.6,87,90,5.75
538,Coquimbo,CL,2021-02-07 14:42:05,-29.9533,-71.3436,64.4,72,90,2.3
539,San Lorenzo De El Escorial,ES,2021-02-07 14:42:57,40.5914,-4.1474,53.01,72,94,11.99
540,Kritsa,GR,2021-02-07 14:42:58,35.1667,25.65,64.0,73,81,10.22
541,Queretaro,MX,2021-02-07 14:42:58,21.0,-99.9167,44.6,100,40,3.62
542,Opuwo,NA,2021-02-07 14:42:59,-18.0607,13.84,95.88,12,99,14.14
